url,product_id,product_type,brand,target_keywords,brief_date,brief_file_path,implementer,implementation_date,crawl_verified_date,baseline_impressions,baseline_clicks,baseline_position,baseline_ctr,merchant_listing_status,product_schema_status,review_schema_status,day_30_impressions,day_30_clicks,day_30_position,day_30_ctr,day_60_impressions,day_60_clicks,day_60_position,day_60_ctr,status,notes,primary_keyword,normalized_primary,normalized_target_keywords,primary_volume,ceded_from,kw_source,kw_recorded_date
https://www.prosoccer.com/products/nike-phantom-6-low-pro-firm-ground-soccer-cleats-shadow-fa26,HJ4122,cleat,nike,nike phantom 6 low pro fg shadow;nike phantom 6;nike phantom 6 low pro;nike shadow pack,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/HJ4122_nike-phantom-6-low-pro-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\HJ4122_input.md,nike phantom 6 low pro fg shadow,nike phantom 6 low pro fg shadow,nike phantom 6 low pro fg shadow;nike phantom 6;nike phantom 6 low pro;nike shadow pack,,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-man-united-mens-authentic-home-ls-soccer-jersey,KC4803,jersey,adidas,manchester united authentic long sleeve jersey;manchester united long sleeve jersey,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/KC4803_man-united-mens-authentic-home-ls.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\KC4803_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): SUB-FLOOR (10/mo); deconflicted from KC4773 which keeps 'manchester united long sleeve jersey' (880) as primary; 880 term secondary only",manchester united authentic long sleeve jersey,manchester united authentic long sleeve jersey,manchester united authentic long sleeve jersey;manchester united long sleeve jersey,10,,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/adidas-2026-27-man-united-mens-authentic-home-soccer-jersey,KA6868,jersey,adidas,manchester united authentic jersey,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/KA6868_man-united-mens-authentic-home.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\KA6868_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): was 'manchester united jersey' (22200, ceded to /collections/manchester-united); now clears floor (320); ceded head term dropped from targets",manchester united authentic jersey,manchester united authentic jersey,manchester united authentic jersey,320,/collections/manchester-united,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/adidas-2026-27-man-united-womens-stadium-home-soccer-jersey,KC4794,jersey,adidas,manchester united womens jersey;manchester united jersey,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/KC4794_man-united-womens-stadium-home.md,,,,,,,,,,,,,,,,,,,pending,gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\KC4794_input.md,manchester united women's jersey,manchester united women s jersey,manchester united womens jersey;manchester united jersey,210,,inputs gate-meta,2026-07-21
https://www.prosoccer.com/products/adidas-2026-27-man-united-youth-stadium-home-ls-soccer-jersey,KC4786,jersey,adidas,manchester united youth long sleeve jersey;manchester united youth jersey,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/KC4786_man-united-youth-stadium-home-ls.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\KC4786_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): SUB-FLOOR (10/mo); KC4796 keeps 'manchester united youth jersey' (210) as primary; 210 term secondary only",manchester united youth long sleeve jersey,manchester united youth long sleeve jersey,manchester united youth long sleeve jersey;manchester united youth jersey,10,,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/adidas-2026-27-real-madrid-mens-stadium-home-soccer-jersey,JZ7206,jersey,adidas,real madrid home jersey,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/JZ7206_real-madrid-mens-stadium-home.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\JZ7206_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): was 'real madrid jersey' (60500 head term, collection-owned); now 'real madrid home jersey' (880, KD10); clears floor; head term dropped",real madrid home jersey,real madrid home jersey,real madrid home jersey,880,,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/new-balance-furon-elite-v9-2e-wide-fg-soccer-cleats-neon-tide,UF1F7R4,cleat,new balance,new balance furon elite;wide soccer cleats,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/UF1F7R4_nb-furon-elite-wide.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\UF1F7R4_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): was 'new balance furon' (contained in /collections/new-balance-furon); SUB-FLOOR on 12-mo avg (90); recent 3 mo 110-140, +250% yearly, rising through floor; tier-qualified",new balance furon elite,new balance furon elite,new balance furon elite;wide soccer cleats,90,,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/new-balance-furon-team-v9-2e-wide-fg-soccer-cleats-neon-tide,UF3F51W,cleat,new balance,new balance furon team;wide soccer cleats,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/UF3F51W_nb-furon-team-wide.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\UF3F51W_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): was 'new balance soccer cleats' (8100 collection head term, subset of 6 NB collections); now 'new balance furon team' (no measurable DFS volume, SUB-FLOOR); Elite/Team distinct from UF1F7R4; 'wide soccer cleats' secondary only, never promoted (UT3FL7NF primary)",new balance furon team,new balance furon team,new balance furon team;wide soccer cleats,,,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/new-balance-jr-furon-team-v9-wide-fg-soccer-cleats-neon-tide,YF3F3V9,cleat,new balance,youth soccer cleats wide;wide soccer cleats,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/YF3F3V9_nb-jr-furon-team-wide.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\YF3F3V9_input.md; WATCH: ""kids soccer cleats wide"" and ""youth soccer cleats wide"" are token-distinct but semantically the same query; worth a GSC review to see whether they split each other.",youth soccer cleats wide,youth soccer cleats wide,youth soccer cleats wide;wide soccer cleats,1300,,inputs gate-meta,2026-07-21
https://www.prosoccer.com/products/new-balance-tekela-elite-low-v5-2e-wide-fg-soccer-cleats-neon-tide,UT1FL4GK,cleat,new balance,new balance tekela elite;wide soccer cleats,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/UT1FL4GK_nb-tekela-elite-low-wide.md,,,,,,,,,,,,,,,,,,,pending,"gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\UT1FL4GK_input.md | RETARGET 2026-07-27 (KIRA, meta-tags only; brief gate-meta + Keywords table still reflect old primary): was 'new balance tekela' (contained in /collections/new-balance-tekela); SUB-FLOOR (90); tier-qualified; 'new balance tekela v5' (720) logged as candidate for /collections/new-balance-tekela",new balance tekela elite,new balance tekela elite,new balance tekela elite;wide soccer cleats,90,,KIRA retarget 2026-07-27 (meta tags),2026-07-27
https://www.prosoccer.com/products/new-balance-tekela-team-low-v5-2e-wide-fg-soccer-cleats-neon-tide,UT3FL7NF,cleat,new balance,wide soccer cleats;new balance soccer cleats,2026-07-21,deliverables/page-optimizations/2026-07-21_session-01/UT3FL7NF_nb-tekela-team-low-wide.md,,,,,,,,,,,,,,,,,,,pending,gate-meta: deliverables\page-optimizations\2026-07-21_session-01\inputs\UT3FL7NF_input.md,wide soccer cleats,wide soccer cleats,wide soccer cleats;new balance soccer cleats,2900,,inputs gate-meta,2026-07-21
https://www.prosoccer.com/products/adidas-2026-27-real-madrid-mens-authentic-home-soccer-jersey,JZ7218,jersey,adidas,real madrid authentic jersey;real madrid authentic home jersey;adidas real madrid jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/JZ7218_real-madrid-mens-authentic-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\JZ7218_input.md,real madrid authentic jersey,real madrid authentic jersey,real madrid authentic jersey;real madrid authentic home jersey;adidas real madrid jersey,1000,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/adidas-2026-27-real-madrid-mens-home-long-sleeve-soccer-jersey,KC3952,jersey,adidas,real madrid long sleeve jersey;real madrid long sleeve home jersey;real madrid home jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/KC3952_real-madrid-mens-home-ls.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\KC3952_input.md,real madrid long sleeve jersey,real madrid long sleeve jersey,real madrid long sleeve jersey;real madrid long sleeve home jersey;real madrid home jersey,1600,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/adidas-2026-27-real-madrid-womens-stadium-home-soccer-jersey,KC3989,jersey,adidas,real madrid women's jersey;real madrid womens jersey;real madrid women's home jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/KC3989_real-madrid-womens-stadium-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\KC3989_input.md; apostrophe convention: women's with apostrophe,real madrid women's jersey,real madrid women s jersey,real madrid women s jersey;real madrid womens jersey;real madrid women s home jersey,1000,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/adidas-2026-27-real-madrid-youth-stadium-home-soccer-jersey,KC3993,jersey,adidas,real madrid youth jersey;real madrid kids jersey;real madrid youth home jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/KC3993_real-madrid-youth-stadium-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\KC3993_input.md,real madrid youth jersey,real madrid youth jersey,real madrid youth jersey;real madrid kids jersey;real madrid youth home jersey,590,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/adidas-2026-27-real-madrid-youth-home-long-sleeve-soccer-jersey,KC3947,jersey,adidas,real madrid youth long sleeve jersey;real madrid long sleeve jersey;real madrid youth jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/KC3947_real-madrid-youth-home-ls.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\KC3947_input.md; SUB-FLOOR (volume 20, by design); youth term 'real madrid youth jersey' (590) secondary only",real madrid youth long sleeve jersey,real madrid youth long sleeve jersey,real madrid youth long sleeve jersey;real madrid long sleeve jersey;real madrid youth jersey,20,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/adidas-2026-27-liverpool-mens-authentic-home-ls-soccer-jersey,KB8251,jersey,adidas,liverpool authentic jersey;liverpool authentic long sleeve jersey;liverpool long sleeve jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/KB8251_liverpool-mens-authentic-home-ls.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\KB8251_input.md,liverpool authentic jersey,liverpool authentic jersey,liverpool authentic jersey;liverpool authentic long sleeve jersey;liverpool long sleeve jersey,390,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/adidas-2026-27-liverpool-youth-home-long-sleeve-soccer-jersey,KB8261,jersey,adidas,liverpool youth long sleeve jersey;liverpool long sleeve jersey;liverpool youth jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/KB8261_liverpool-youth-home-ls.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\KB8261_input.md; SUB-FLOOR (no measurable volume, by design)",liverpool youth long sleeve jersey,liverpool youth long sleeve jersey,liverpool youth long sleeve jersey;liverpool long sleeve jersey;liverpool youth jersey,,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/nike-2026-27-barcelona-youth-stadium-home-soccer-jersey,II1624-683,jersey,nike,barcelona youth jersey;barcelona kids jersey;barcelona youth home jersey,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/II1624-683_barcelona-youth-stadium-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\II1624-683_input.md,barcelona youth jersey,barcelona youth jersey,barcelona youth jersey;barcelona kids jersey;barcelona youth home jersey,590,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/new-balance-jr-tekela-team-low-v5-fg-soccer-cleats-neon-tide,YT3FL1NM,cleat,new balance,new balance junior tekela;junior tekela cleats;new balance youth soccer cleats,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/YT3FL1NM_nb-jr-tekela-team-low.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\YT3FL1NM_input.md; SUB-FLOOR (no measurable volume, by design); 'new balance youth soccer cleats' (720) secondary only; not tekela-elite / wide soccer cleats / collection term",new balance junior tekela,new balance junior tekela,new balance junior tekela;junior tekela cleats;new balance youth soccer cleats,,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/new-balance-kids-furon-team-v9-wide-fg-soccer-cleats-neon-tide,YF3F3V9,cleat,new balance,kids soccer cleats wide;youth soccer cleats wide;new balance kids furon,2026-07-31,deliverables/page-optimizations/2026-07-31_session-01/YF3F3V9_nb-kids-furon-team-wide.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-07-31_session-01\inputs\YF3F3V9_input.md; separate product from Batch 9 Junior YF3F3V9 (url is key; product_id stem shared, non-unique); SUB-FLOOR (no measurable volume, by design); 'youth soccer cleats wide' (1300) secondary only, never promoted (Junior primary); WATCH: ""kids soccer cleats wide"" and ""youth soccer cleats wide"" are token-distinct but semantically the same query; worth a GSC review to see whether they split each other.",kids soccer cleats wide,kids soccer cleats wide,kids soccer cleats wide;youth soccer cleats wide;new balance kids furon,,,inputs gate-meta,2026-07-31
https://www.prosoccer.com/products/nike-2026-27-barcelona-mens-stadium-home-soccer-jersey,II1872-683,jersey,nike,barcelona home jersey;nike barcelona jersey 2026-27;barcelona stadium jersey,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/II1872-683_barcelona-mens-stadium-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\II1872-683_input.md,barcelona home jersey,barcelona home jersey,barcelona home jersey;nike barcelona jersey 2026-27;barcelona stadium jersey,2400,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-2026-27-barcelona-womens-stadium-home-soccer-jersey,II2724-683,jersey,nike,barcelona women's jersey;nike barcelona women's jersey;barcelona women's home jersey 2026-27,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/II2724-683_barcelona-womens-stadium-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\II2724-683_input.md; apostrophe convention: women's with apostrophe,barcelona women's jersey,barcelona women s jersey,barcelona women s jersey;nike barcelona women s jersey;barcelona women s home jersey 2026-27,480,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/adidas-2026-27-arsenal-mens-stadium-home-soccer-jersey,JZ3168,jersey,adidas,arsenal home jersey;adidas arsenal jersey 2026-27;arsenal stadium jersey;bukayo saka jersey,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/JZ3168_arsenal-mens-stadium-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\JZ3168_input.md,arsenal home jersey,arsenal home jersey,arsenal home jersey;adidas arsenal jersey 2026-27;arsenal stadium jersey;bukayo saka jersey,480,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/adidas-2026-27-arsenal-mens-home-long-sleeve-soccer-jersey,KB9950,jersey,adidas,arsenal long sleeve jersey;adidas arsenal home jersey 2026-27;arsenal long sleeve home shirt,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/KB9950_arsenal-mens-home-ls.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\KB9950_input.md; sold out at ship (brief steers to in-stock SS home sibling),arsenal long sleeve jersey,arsenal long sleeve jersey,arsenal long sleeve jersey;adidas arsenal home jersey 2026-27;arsenal long sleeve home shirt,880,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/adidas-2026-27-arsenal-youth-home-soccer-jersey,KB9947,jersey,adidas,arsenal youth jersey;arsenal youth home jersey;adidas arsenal jersey youth,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/KB9947_arsenal-youth-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\KB9947_input.md; no youth LS sibling live 2026-08-03 (bare youth term safe),arsenal youth jersey,arsenal youth jersey,arsenal youth jersey;arsenal youth home jersey;adidas arsenal jersey youth,320,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/adidas-2026-27-bayern-munich-mens-authentic-home-soccer-jersey,JZ3070,jersey,adidas,bayern munich authentic jersey;bayern munich authentic home jersey;adidas bayern munich authentic jersey,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/JZ3070_bayern-munich-mens-authentic-home.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\JZ3070_input.md; authentic axis (mirrors KA6868/JZ7218); new Bayern claims lane (Real Madrid-strict bar),bayern munich authentic jersey,bayern munich authentic jersey,bayern munich authentic jersey;bayern munich authentic home jersey;adidas bayern munich authentic jersey,110,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/adidas-2026-27-bayern-munich-mens-home-long-sleeve-jersey,JZ3102,jersey,adidas,bayern munich long sleeve jersey;bayern munich home jersey 2026-27;adidas bayern munich stadium jersey,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/JZ3102_bayern-munich-mens-home-ls.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\JZ3102_input.md; new Bayern claims lane,bayern munich long sleeve jersey,bayern munich long sleeve jersey,bayern munich long sleeve jersey;bayern munich home jersey 2026-27;adidas bayern munich stadium jersey,320,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-vapor-17-academy-firm-multi-ground-soccer-cleats-shadow-fa26,IF8517-001,cleat,nike,nike mercurial vapor 17 academy;nike vapor 17 academy;nike mercurial academy fg mg;nike vapor 17 academy shadow,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/IF8517-001_nike-vapor-17-academy-fgmg-shadow.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\IF8517-001_input.md; SUB-FLOOR by design (40/mo; recent Jun 2026 surge ~110). DELIBERATE DEVIATION: ""shadow"" pack suffix intentionally omitted from the primary (unlike the Batch 6 and 7 Shadow entries) because Academy is an entry tier bought on price and surface, not colorway - decision, not drift.",nike mercurial vapor 17 academy,nike mercurial vapor 17 academy,nike mercurial vapor 17 academy;nike vapor 17 academy;nike mercurial academy fg mg;nike vapor 17 academy shadow,40,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-superfly-11-academy-fg-mg-soccer-cleats-shadow-fa26,IO1485-001,cleat,nike,nike mercurial superfly 11 academy;nike superfly 11 shadow pack;nike superfly 11 academy fg mg;nike superfly academy soccer cleats,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/IO1485-001_nike-superfly-11-academy-fgmg-shadow.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\IO1485-001_input.md; SUB-FLOOR by design (50/mo; recent Jun 2026 surge ~210). DELIBERATE DEVIATION: ""shadow"" pack suffix intentionally omitted from the primary (unlike the Batch 6 and 7 Shadow entries) because Academy is an entry tier bought on price and surface, not colorway - decision, not drift.",nike mercurial superfly 11 academy,nike mercurial superfly 11 academy,nike mercurial superfly 11 academy;nike superfly 11 shadow pack;nike superfly 11 academy fg mg;nike superfly academy soccer cleats,50,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-superfly-11-club-turf-soccer-shoes-shadow-pack-fa26,IO1498-001,cleat-turf,nike,nike superfly 11 club turf;superfly 11 turf shoes;nike superfly 11 shadow pack,2026-08-03,deliverables/page-optimizations/2026-08-03_session-01/IO1498-001_nike-superfly-11-club-turf-shadow.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-01\inputs\IO1498-001_input.md; SUB-FLOOR by design (no measurable volume); live title ""Soccer Shoes"" (turf), not cleats. DELIBERATE DEVIATION: ""shadow"" pack suffix intentionally omitted from the primary (unlike the Batch 6 and 7 Shadow entries) because Club is an entry tier bought on price and surface, not colorway - decision, not drift.",nike superfly 11 club turf,nike superfly 11 club turf,nike superfly 11 club turf;superfly 11 turf shoes;nike superfly 11 shadow pack,,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-phantom-6-high-academy-fg-mg-soccer-cleats-shadow-fa26,HQ2278-001,cleat,nike,nike phantom 6 high academy fg mg;nike phantom 6 shadow pack;nike phantom 6 high academy;nike phantom 6 academy fg mg,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\HQ2278-001_nike-phantom-6-high-academy-fgmg-shadow.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\HQ2278-001_input.md; SUB-FLOOR by design (20/mo). DELIBERATE DEVIATION: 'shadow' pack suffix omitted from primary (Academy entry tier bought on cut+surface, not colorway). Cut (High)+surface (FG/MG) carried to deconflict from HQ2277 (High Turf) and HJ4564 (Low FG/MG).",nike phantom 6 high academy fg mg,nike phantom 6 high academy fg mg,nike phantom 6 high academy fg mg;nike phantom 6 shadow pack;nike phantom 6 high academy;nike phantom 6 academy fg mg,20,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-phantom-6-high-academy-turf-soccer-shoes-shadow-fa26,HQ2277-001,cleat-turf,nike,nike phantom 6 high academy turf;nike phantom 6 turf shoes;phantom 6 academy turf shadow,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\HQ2277-001_nike-phantom-6-high-academy-turf-shadow.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\HQ2277-001_input.md; SUB-FLOOR by design (50/mo). Live title 'Soccer Shoes' (turf), not cleats. DELIBERATE DEVIATION: 'shadow' suffix omitted from primary (Academy entry tier bought on cut+surface). Cut (High)+surface (Turf) carried to deconflict from HQ2278 (High FG/MG) and shipped HQ2325 (Low Academy Turf, 'nike phantom 6 academy turf shadow').",nike phantom 6 high academy turf,nike phantom 6 high academy turf,nike phantom 6 high academy turf;nike phantom 6 turf shoes;phantom 6 academy turf shadow,50,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-phantom-6-low-academy-fg-mg-soccer-cleats-shadow-fa26,HJ4564-001,cleat,nike,nike phantom 6 low academy fg mg;nike phantom 6 academy;nike phantom 6 low;nike phantom 6 shadow pack,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\HJ4564-001_nike-phantom-6-low-academy-fgmg-shadow.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\HJ4564-001_input.md; SUB-FLOOR by design (10/mo). DELIBERATE DEVIATION: 'shadow' suffix omitted from primary (Academy entry tier bought on cut+surface). Cut (Low)+surface (FG/MG) carried to deconflict from HQ2278 (High FG/MG).,nike phantom 6 low academy fg mg,nike phantom 6 low academy fg mg,nike phantom 6 low academy fg mg;nike phantom 6 academy;nike phantom 6 low;nike phantom 6 shadow pack,10,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-superfly-11-academy-turf-soccer-shoes-shadow-pack-fa26,IO1494-001,cleat-turf,nike,nike superfly 11 academy turf;nike superfly academy turf shoes;superfly 11 turf soccer shoes;nike turf soccer shoes,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\IO1494-001_nike-superfly-11-academy-turf-shadow.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\IO1494-001_input.md; SUB-FLOOR by design (no measurable volume). Live title 'Soccer Shoes' (turf), not cleats. DELIBERATE DEVIATION: 'shadow' suffix omitted from primary (Academy entry tier bought on cut+surface).",nike superfly 11 academy turf,nike superfly 11 academy turf,nike superfly 11 academy turf;nike superfly academy turf shoes;superfly 11 turf soccer shoes;nike turf soccer shoes,,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-superfly-11-club-fg-mg-soccer-cleats-shadow-fa26,IM0358-001,cleat,nike,nike superfly 11 club fg mg;nike superfly 11 club shadow pack;nike superfly 11 club cleats;nike mercurial superfly club,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\IM0358-001_nike-superfly-11-club-fgmg-shadow.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\IM0358-001_input.md; SUB-FLOOR by design (no measurable volume; 0 DFS). DELIBERATE DEVIATION: 'shadow' suffix omitted from primary (Club entry tier bought on cut+surface).,nike superfly 11 club fg mg,nike superfly 11 club fg mg,nike superfly 11 club fg mg;nike superfly 11 club shadow pack;nike superfly 11 club cleats;nike mercurial superfly club,,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/nike-tiempo-maestro-academy-fg-mg-soccer-cleats-shadow-fa26,IB1600-001,cleat,nike,nike tiempo maestro academy fg mg;nike tiempo maestro cleats,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\IB1600-001_nike-tiempo-maestro-academy-fgmg-shadow.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\IB1600-001_input.md; SUB-FLOOR by design (10/mo). DELIBERATE DEVIATION: 'shadow' suffix omitted from primary (Academy entry tier bought on cut+surface). Surface (FG/MG) carried to deconflict from Turf sibling IQ2388. Bare cross-surface term 'nike tiempo maestro academy' (210) held OUT of this PDP: belongs to neither surface; IQ2388 retargets to 'nike tiempo maestro academy turf' as a separate meta-only change.,nike tiempo maestro academy fg mg,nike tiempo maestro academy fg mg,nike tiempo maestro academy fg mg;nike tiempo maestro cleats,10,,inputs gate-meta,2026-08-03
https://www.prosoccer.com/products/mizuno-morelia-neo-v-beta-elite-fg-soccer-cleats-bright-black,540394.9025,cleat,mizuno,mizuno morelia neo beta elite;mizuno morelia neo v beta elite fg;mizuno morelia neo v beta elite,2026-08-03,deliverables\page-optimizations\2026-08-03_session-02\540394.9025_mizuno-morelia-neo-v-beta-elite-fg.md,,,,,,,,,,,,,,,,,,,shipped,"gate-meta: deliverables\page-optimizations\2026-08-03_session-02\inputs\540394.9025_input.md; SUB-FLOOR by design (30/mo). Colorway-neutral primary (Bright Black pack carried in title/secondaries, not primary). Kangaroo-leather top-tier touch cleat.",mizuno morelia neo beta elite,mizuno morelia neo beta elite,mizuno morelia neo beta elite;mizuno morelia neo v beta elite fg;mizuno morelia neo v beta elite,30,,inputs gate-meta,2026-08-03
